RA,DEC
172.98285631,64.95106221
173.07600956,45.77260008
173.68677195,21.03091091
173.72563265,57.11670444
173.87335095,42.89442165
174.46477055,66.16712096
174.54975243,54.99655072
174.99631191,45.23180548
175.21522846,66.66390307
175.54469953,-2.1395839
175.71567612,11.25219597
175.80449435,59.65810578
176.14512345,55.0775809
176.19324066,25.68954593
176.32746936,-2.2027348
176.40530063,41.05754956
177.21958909,-0.98247806
177.55116702,48.15164206
177.74869165,16.5276466
177.75430086,54.16761372
177.77408489,15.21558088
177.97503159,11.30255748
178.07789214,-2.82106278
178.2808974,31.46046639
178.33957124,67.59432076
178.43581667,57.47722152
178.78203513,37.6677852
179.23009858,16.36317553
179.46108313,-1.49868864
18.17566303,3.61087959
18.26478334,-4.21375648
18.42087183,19.00566967
18.44488042,0.47461694
18.66984071,24.84566985
18.77570661,14.08706422
18.9166411,3.22184275
180.18238034,59.43348102
180.37229704,51.78853713
180.38168754,20.39744046
180.64518411,53.74891085
180.83238365,24.66548391
180.96764813,23.89536197
180.98052465,58.32932985
181.52496189,8.16204444
181.61064134,66.56455623
181.83241018,45.38487545
182.12489862,25.51239087
182.36640907,-3.03506571
182.62176199,9.09834024
182.79714189,25.01833055
182.99671516,22.69135345
183.29735484,7.63585009
183.30316502,50.07822705
183.66998199,40.11723106
184.06057102,58.10726153
184.11111834,-2.35433625
184.3578127,14.52760575
184.38093026,61.08921274
184.4297232,62.52174169
184.55662467,46.3016917
184.73621411,41.80008034
184.90762568,54.42757551
184.95042713,53.23700079
184.97929535,31.66216395
185.00893351,59.44556404
185.06586679,-2.76806034
185.1987247,20.32841839
185.2973946,11.4022491
185.36264604,38.63377
185.47511903,54.84682738
185.70900351,68.7206284
185.91885945,54.01774412
186.35925766,62.26457295
186.48045765,61.408135
187.34834443,56.11877298
187.50404824,43.25789523
187.52652845,11.80742897
187.54769972,31.62411164
187.68080869,53.73542606
187.87619143,30.43907067
187.9594732,14.86820614
188.52950431,48.33649984
188.73891577,64.28537789
188.82943803,57.99710422
188.8340864,32.12968885
188.85121822,-1.26317472
188.90155667,4.07433714
189.05791828,11.30946859
189.5360487,5.55506552
189.58034224,8.05269805
189.80955159,32.18293267
189.87755287,24.72270894
19.38693377,21.85292324
19.65551374,21.1701096
190.50722555,43.67314741
